"interval" "steps" "date" "mean_steps" "wday"
"1" 0 1.71698113207547 2012-10-01 1.71698113207547 "Weekday"
"2" 0 0 2012-11-23 1.71698113207547 "Weekday"
"3" 0 0 2012-10-28 1.71698113207547 "Weekend"
"4" 0 0 2012-11-06 1.71698113207547 "Weekday"
"5" 0 0 2012-11-24 1.71698113207547 "Weekend"
"6" 0 0 2012-11-15 1.71698113207547 "Weekday"
"7" 0 0 2012-10-20 1.71698113207547 "Weekend"
"8" 0 0 2012-11-16 1.71698113207547 "Weekday"
"9" 0 0 2012-11-07 1.71698113207547 "Weekday"
"10" 0 0 2012-11-25 1.71698113207547 "Weekend"
"11" 0 1.71698113207547 2012-11-04 1.71698113207547 "Weekend"
"12" 0 0 2012-11-08 1.71698113207547 "Weekday"
"13" 0 0 2012-10-12 1.71698113207547 "Weekday"
"14" 0 0 2012-10-30 1.71698113207547 "Weekday"
"15" 0 0 2012-11-26 1.71698113207547 "Weekday"
"16" 0 47 2012-10-04 1.71698113207547 "Weekday"
"17" 0 0 2012-11-27 1.71698113207547 "Weekday"
"18" 0 0 2012-10-31 1.71698113207547 "Weekday"
"19" 0 0 2012-11-18 1.71698113207547 "Weekend"
"20" 0 0 2012-10-05 1.71698113207547 "Weekday"
"21" 0 0 2012-10-14 1.71698113207547 "Weekend"
"22" 0 0 2012-10-23 1.71698113207547 "Weekday"
"23" 0 0 2012-11-19 1.71698113207547 "Weekday"
"24" 0 0 2012-10-11 1.71698113207547 "Weekday"
"25" 0 0 2012-10-15 1.71698113207547 "Weekday"
"26" 0 0 2012-10-06 1.71698113207547 "Weekend"
"27" 0 0 2012-11-11 1.71698113207547 "Weekend"
"28" 0 0 2012-11-29 1.71698113207547 "Weekday"
"29" 0 0 2012-11-02 1.71698113207547 "Weekday"
"30" 0 0 2012-10-07 1.71698113207547 "Weekend"
"31" 0 0 2012-11-03 1.71698113207547 "Weekend"
"32" 0 1.71698113207547 2012-11-30 1.71698113207547 "Weekday"
"33" 0 0 2012-11-21 1.71698113207547 "Weekday"
"34" 0 0 2012-10-02 1.71698113207547 "Weekday"
"35" 0 0 2012-10-26 1.71698113207547 "Weekday"
"36" 0 0 2012-11-22 1.71698113207547 "Weekday"
"37" 0 0 2012-11-28 1.71698113207547 "Weekday"
"38" 0 0 2012-11-13 1.71698113207547 "Weekday"
"39" 0 0 2012-10-18 1.71698113207547 "Weekday"
"40" 0 0 2012-10-27 1.71698113207547 "Weekend"
"41" 0 1.71698113207547 2012-11-14 1.71698113207547 "Weekday"
"42" 0 10 2012-10-22 1.71698113207547 "Weekday"
"43" 0 34 2012-10-10 1.71698113207547 "Weekday"
"44" 0 0 2012-10-19 1.71698113207547 "Weekday"
"45" 0 1.71698113207547 2012-11-09 1.71698113207547 "Weekday"
"46" 0 0 2012-10-17 1.71698113207547 "Weekday"
"47" 0 0 2012-10-16 1.71698113207547 "Weekday"
"48" 0 0 2012-10-29 1.71698113207547 "Weekday"
"49" 0 1.71698113207547 2012-11-01 1.71698113207547 "Weekday"
"50" 0 0 2012-10-21 1.71698113207547 "Weekend"
"51" 0 1.71698113207547 2012-11-10 1.71698113207547 "Weekend"
"52" 0 0 2012-10-03 1.71698113207547 "Weekday"
"53" 0 0 2012-11-17 1.71698113207547 "Weekend"
"54" 0 0 2012-11-12 1.71698113207547 "Weekday"
"55" 0 0 2012-10-25 1.71698113207547 "Weekday"
"56" 0 0 2012-10-13 1.71698113207547 "Weekend"
"57" 0 0 2012-10-24 1.71698113207547 "Weekday"
"58" 0 1.71698113207547 2012-10-08 1.71698113207547 "Weekday"
"59" 0 0 2012-11-20 1.71698113207547 "Weekday"
"60" 0 0 2012-11-05 1.71698113207547 "Weekday"
"61" 0 0 2012-10-09 1.71698113207547 "Weekday"
"62" 5 0 2012-10-13 0.339622641509434 "Weekend"
"63" 5 0.339622641509434 2012-10-01 0.339622641509434 "Weekday"
"64" 5 0 2012-11-18 0.339622641509434 "Weekend"
"65" 5 0 2012-10-05 0.339622641509434 "Weekday"
"66" 5 0 2012-11-29 0.339622641509434 "Weekday"
"67" 5 0 2012-11-25 0.339622641509434 "Weekend"
"68" 5 0.339622641509434 2012-11-04 0.339622641509434 "Weekend"
"69" 5 0 2012-11-02 0.339622641509434 "Weekday"
"70" 5 0 2012-11-23 0.339622641509434 "Weekday"
"71" 5 0 2012-11-06 0.339622641509434 "Weekday"
"72" 5 0 2012-10-21 0.339622641509434 "Weekend"
"73" 5 0 2012-11-21 0.339622641509434 "Weekday"
"74" 5 0 2012-11-15 0.339622641509434 "Weekday"
"75" 5 0 2012-11-16 0.339622641509434 "Weekday"
"76" 5 0.339622641509434 2012-11-30 0.339622641509434 "Weekday"
"77" 5 0 2012-10-11 0.339622641509434 "Weekday"
"78" 5 0 2012-11-13 0.339622641509434 "Weekday"
"79" 5 0 2012-10-15 0.339622641509434 "Weekday"
"80" 5 0 2012-11-19 0.339622641509434 "Weekday"
"81" 5 0 2012-11-11 0.339622641509434 "Weekend"
"82" 5 0.339622641509434 2012-11-14 0.339622641509434 "Weekday"
"83" 5 0 2012-11-26 0.339622641509434 "Weekday"
"84" 5 0 2012-10-28 0.339622641509434 "Weekend"
"85" 5 0 2012-11-24 0.339622641509434 "Weekend"
"86" 5 0.339622641509434 2012-11-09 0.339622641509434 "Weekday"
"87" 5 0 2012-10-22 0.339622641509434 "Weekday"
"88" 5 0 2012-10-16 0.339622641509434 "Weekday"
"89" 5 0.339622641509434 2012-10-08 0.339622641509434 "Weekday"
"90" 5 0 2012-11-28 0.339622641509434 "Weekday"
"91" 5 0.339622641509434 2012-11-10 0.339622641509434 "Weekend"
"92" 5 0 2012-10-23 0.339622641509434 "Weekday"
"93" 5 0 2012-10-03 0.339622641509434 "Weekday"
"94" 5 0 2012-10-27 0.339622641509434 "Weekend"
"95" 5 0 2012-11-20 0.339622641509434 "Weekday"
"96" 5 0 2012-10-06 0.339622641509434 "Weekend"
"97" 5 0 2012-10-30 0.339622641509434 "Weekday"
"98" 5 0 2012-10-31 0.339622641509434 "Weekday"
"99" 5 18 2012-10-10 0.339622641509434 "Weekday"
"100" 5 0 2012-11-03 0.339622641509434 "Weekend"
"101" 5 0 2012-10-07 0.339622641509434 "Weekend"
"102" 5 0 2012-10-29 0.339622641509434 "Weekday"
"103" 5 0 2012-11-07 0.339622641509434 "Weekday"
"104" 5 0 2012-11-22 0.339622641509434 "Weekday"
"105" 5 0 2012-10-26 0.339622641509434 "Weekday"
"106" 5 0 2012-10-24 0.339622641509434 "Weekday"
"107" 5 0 2012-10-12 0.339622641509434 "Weekday"
"108" 5 0 2012-11-05 0.339622641509434 "Weekday"
"109" 5 0 2012-10-09 0.339622641509434 "Weekday"
"110" 5 0 2012-11-08 0.339622641509434 "Weekday"
"111" 5 0 2012-10-19 0.339622641509434 "Weekday"
"112" 5 0 2012-10-04 0.339622641509434 "Weekday"
"113" 5 0 2012-11-27 0.339622641509434 "Weekday"
"114" 5 0 2012-11-12 0.339622641509434 "Weekday"
"115" 5 0 2012-10-14 0.339622641509434 "Weekend"
"116" 5 0 2012-10-17 0.339622641509434 "Weekday"
"117" 5 0 2012-10-02 0.339622641509434 "Weekday"
"118" 5 0.339622641509434 2012-11-01 0.339622641509434 "Weekday"
"119" 5 0 2012-10-18 0.339622641509434 "Weekday"
"120" 5 0 2012-11-17 0.339622641509434 "Weekend"
"121" 5 0 2012-10-25 0.339622641509434 "Weekday"
"122" 5 0 2012-10-20 0.339622641509434 "Weekend"
"123" 10 0 2012-11-26 0.132075471698113 "Weekday"
"124" 10 0 2012-11-15 0.132075471698113 "Weekday"
"125" 10 0 2012-11-02 0.132075471698113 "Weekday"
"126" 10 0 2012-11-25 0.132075471698113 "Weekend"
"127" 10 0.132075471698113 2012-11-09 0.132075471698113 "Weekday"
"128" 10 0.132075471698113 2012-10-01 0.132075471698113 "Weekday"
"129" 10 0.132075471698113 2012-11-30 0.132075471698113 "Weekday"
"130" 10 0 2012-11-07 0.132075471698113 "Weekday"
"131" 10 0.132075471698113 2012-11-10 0.132075471698113 "Weekend"
"132" 10 0.132075471698113 2012-11-04 0.132075471698113 "Weekend"
"133" 10 0 2012-11-19 0.132075471698113 "Weekday"
"134" 10 0 2012-10-12 0.132075471698113 "Weekday"
"135" 10 0 2012-11-29 0.132075471698113 "Weekday"
"136" 10 0 2012-10-27 0.132075471698113 "Weekend"
"137" 10 0 2012-10-30 0.132075471698113 "Weekday"
"138" 10 0 2012-11-06 0.132075471698113 "Weekday"
"139" 10 0 2012-11-21 0.132075471698113 "Weekday"
"140" 10 0 2012-11-03 0.132075471698113 "Weekend"
"141" 10 0 2012-11-24 0.132075471698113 "Weekend"
"142" 10 0 2012-11-18 0.132075471698113 "Weekend"
"143" 10 0 2012-11-16 0.132075471698113 "Weekday"
"144" 10 0 2012-11-22 0.132075471698113 "Weekday"
"145" 10 0 2012-10-11 0.132075471698113 "Weekday"
"146" 10 0.132075471698113 2012-11-01 0.132075471698113 "Weekday"
"147" 10 0 2012-11-13 0.132075471698113 "Weekday"
"148" 10 0 2012-11-11 0.132075471698113 "Weekend"
"149" 10 0 2012-11-20 0.132075471698113 "Weekday"
"150" 10 0 2012-10-06 0.132075471698113 "Weekend"
"151" 10 0.132075471698113 2012-11-14 0.132075471698113 "Weekday"
"152" 10 0 2012-10-28 0.132075471698113 "Weekend"
"153" 10 0 2012-10-19 0.132075471698113 "Weekday"
"154" 10 0 2012-10-22 0.132075471698113 "Weekday"
"155" 10 0 2012-10-25 0.132075471698113 "Weekday"
"156" 10 0 2012-10-05 0.132075471698113 "Weekday"
"157" 10 0 2012-10-29 0.132075471698113 "Weekday"
"158" 10 0 2012-10-23 0.132075471698113 "Weekday"
"159" 10 0.132075471698113 2012-10-08 0.132075471698113 "Weekday"
"160" 10 0 2012-11-28 0.132075471698113 "Weekday"
"161" 10 0 2012-11-05 0.132075471698113 "Weekday"
"162" 10 0 2012-10-18 0.132075471698113 "Weekday"
"163" 10 0 2012-10-21 0.132075471698113 "Weekend"
"164" 10 0 2012-10-04 0.132075471698113 "Weekday"
"165" 10 0 2012-11-23 0.132075471698113 "Weekday"
